text,claimant,publisherName,reviewTitle,textualRating,date,mergedTextualRating,month
"COVID-19 vaccines are the first that allow the virus to spread ""even after vaccination.""",Internet posts,FactCheck.org,U.S. COVID-19 Vaccines Follow Conventional Health Standards and Protocols,False,2022-02-01 00:00:00,false,2022-02
The CDC “lowered the bar” for developmental milestones instead of acknowledging the effects of COVID-19 restrictions in children,"Jim Hoft, Social media users",Science Feedback,CDC’s updated developmental milestone checklists don't mean that standards for children’s development are lowered; they signal a change in the surveillance strategy,Misleading,2022-02-18 00:00:00,false,2022-02
Queen Elizabeth II is taking ivermectin to treat COVID-19,Social media,USA Today,Fact check: Queen Elizabeth isn't taking ivermectin to treat COVID-19,False,2022-02-21 00:00:00,false,2022-02
A video shows that “OnlyFans has guys on campus encouraging your daughters to do porn for ‘financial freedom.’”,Tweets,PolitiFact,"No, OnlyFans isn’t recruiting for adult film stars on college campuses. Man in viral video is acting",False,2022-02-10 00:00:00,false,2022-02
Samuel Hyde is the 'Ghost of Kyiv',Social media users,USA Today,Fact check: Claim that Sam Hyde is the 'Ghost of Kyiv' is a hoax,False,2022-02-25 00:00:00,false,2022-02
Johns Hopkins confirmed PCR tests can be used to vaccinate against COVID-19,Social media user,USA Today,Fact check: Article falsely claims PCR tests vaccinate against COVID,False,2022-02-16 00:00:00,false,2022-02
Video of Indonesian podcaster Babeh Aldo claims air pollution causing Covid-19 pandemic,Multiple sources,AFP Fact Check,Health experts dismiss false claim circulating in Indonesia that 'air pollution causes Covid-19',False,2022-02-06 00:00:00,false,2022-02
A video shows war between Russia and Ukraine,Social media users,USA Today,"Fact check: 'Arma 3,' not Russia/Ukraine conflict, shown in viral video",False,2022-02-20 00:00:00,false,2022-02
"Eric Schmitt “sponsored a bill to spend $480 million of your tax dollars” on cargo hub for airlines ""owned by China's Communist Party” and ""voted to let China buy up Missouri farmland.""",Team PAC,PolitiFact,"In race for open US Senate seat in Missouri, fact-checking a PAC attack on Eric Schmitt over China",Half True,2022-02-07 00:00:00,false,2022-02
“President Trump sanctioned Russia. President Biden gave them a pipeline.”,Kayleigh McEnany,PolitiFact,"McEnany spins comparison of Trump, Biden on pipeline",Mostly False,2022-02-08 00:00:00,false,2022-02
"""CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on COVID-19 mortality in the U.S.""",Physicians for Informed Consent,FactCheck.org,"COVID-19 Vaccines Have Prevented Deaths, Contrary to Misleading Graphic on Social Media",False,2022-02-23 00:00:00,false,2022-02
A photo shows a Time magazine cover comparing Vladimir Putin to Adolf Hitler,Social media users,USA Today,Fact check: Fake Time magazine cover compares Vladimir Putin to Adolf Hitler,Altered,2022-02-28 00:00:00,false,2022-02
Airline CEO 'pied' for forcing COVID vaccines,Social media users,USA Today,Fact check: Airline CEO pie-smash wasn't due to COVID-19 polices,False,2022-02-08 00:00:00,false,2022-02
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Ron Johnson,PolitiFact,Immigrants not using arrest warrants to fly on U.S. planes,Mostly False,2022-02-04 00:00:00,false,2022-02
An extensive study published in the New England Journal of Medicine found that the most productive age in a person’s life is between 60 and 70 years old.,,Snopes.com,Did NEJM Study Determine a Person's Most Productive Age?,False,2022-02-16 07:17:22,false,2022-02
A video shows Russian soldiers preparing nuclear weapons,Social media users,USA Today,Fact check: Russian soldiers not seen 'preparing nukes' in viral video,False,2022-02-25 00:00:00,false,2022-02
"Former President Donald Trump's ""Truth Social"" platform will cost users $4.99 a week.",,Snopes,Will Truth Social Cost Users $4.99 a Week?,False,2022-02-17 06:05:42,false,2022-02
"""According to reports, the U.S. Embassy provided $1 million a day to support the so-called protest camp on Independence Square in Kyiv.”",Vladimir Putin,The Washington Post,Analysis | Fact-checking Putin’s speech on Ukraine,False,2022-02-21 00:00:00,false,2022-02
"More than half of kids have a chronic illness, and kids are getting sicker",Social media,USA Today,"Fact check: More than 40% of children have chronic illness, CDC says",Partly False,2022-02-10 21:16:48,false,2022-02
Video of aircraft 'spraying Covid-19' in Indonesia,Multiple sources,AFP Fact Check,Video of US planes that fight wildfires shared in Indonesian misleading posts about 'spreading Covid',Misleading,2022-02-24 00:00:00,false,2022-02
Vladimir Putin has banned the Rothschild family from entering Russia,Social media users,USA Today,Fact check: No evidence Putin banned Rothschild family from Russia,False,2022-02-28 00:00:00,false,2022-02
"In 2019, Cynthia Perkins gave her school students cupcakes deliberately contaminated with her husband's bodily fluids.",,Snopes,Did a Louisiana Woman Feed School Kids Cupcakes Tainted with Bodily Fluids?,Mixture,2022-02-17 06:42:49,false,2022-02
A video shows Vladimir Putin threatening Kenya,Social media,USA Today,Fact check: False claim that video shows Putin threat against Kenya,Altered,2022-02-27 00:00:00,false,2022-02
An image shows the Japanese ambassador to Ukraine dressed in a samurai outfit in Kyiv,Social media users,USA Today,Fact check: Japanese ambassador not shown in photo of samurai attire,False,2022-02-24 00:00:00,false,2022-02
Video shows Russian fighter jet shot down by Ukrainian air defense,Several persons,AFP Fact Check,This video shows a Libyan military jet shot down by rebels in 2011,False,2022-02-24 00:00:00,false,2022-02
Says 700 CIA agents were arrested.,Facebook posts,PolitiFact,"No, 700 CIA agents weren’t arrested",Pants on Fire,2022-02-01 00:00:00,false,2022-02
"Certain medicines and compounds like folic acid “deplete folate, which is very serious for those with MTHFR”",Kate Tietje,Science Feedback,No evidence supports claim that MTHFR gene influences the risk of side effects from vaccines and medications like Tylenol,Inaccurate,2022-02-05 00:00:00,false,2022-02
Eight countries pulled their ambassadors out of Turkey pre-earthquake,Multiple person,AFP Fact Check,Baseless claim Turkey ambassadors 'evacuated' before earthquake fuels conspiracy theories,False,2022-02-14 00:00:00,false,2022-02
Truth Social will cost users $4.99 a week,Social media users,USA Today,Fact check: No evidence Truth Social app charging users a weekly fee,False,2022-02-17 00:00:00,false,2022-02
"On Feb. 16, 2022, Dr. Anthony Fauci said public health officials were considering whether, in the future, they should recommend fully vaccinated and boosted Americans to get yet another booster shot.",,Snopes,Did Fauci Say More COVID-19 Boosters Could Be Recommended?,True,2022-02-17 05:57:22,true,2022-02
"Former NBA player Kevin Garnett said: ""Everybody's just running from the grind nowadays, teaming up with each other. Back in my day, we did it the hard way! If you can't win alone, you're considered a bum.""",,Snopes,"Did Kevin Garnett Say 'If You Can't Win Alone, You're Considered a Bum?'",False,2022-02-16 03:00:28,false,2022-02
Photo of people from Chinese mainland heading to Hong Kong for pandemic aid,Multiple sources,AFP Fact Check,Photo of Covid-19 lockdown in mainland China misleadingly linked to Hong Kong pandemic relief,Misleading,2022-02-11 00:00:00,false,2022-02
"Time magazine compared Russian President Vladimir Putin to Adolf Hitler on the cover of the March 14 / March 21, 2022, issue.",,Snopes,"No, Putin Was Not Compared to Hitler on the Cover of Time Magazine",False,2022-02-28 06:26:43,false,2022-02
Queen Elizabeth II has died.,Facebook posts,FactCheck.org,"Queen Elizabeth II Carries On with Official Duties, Contrary to Unsubstantiated Report of Her Death",No Evidence,2022-02-22 00:00:00,false,2022-02
Clip shows a Ukrainian soldier going to war in 2022,Multiple people,AFP Fact Check,"Video shows US Marine in 2018, not Ukrainian soldier in 2022",False,2022-02-27 00:00:00,false,2022-02
"""Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”",Marjorie Taylor Greene,PolitiFact,Marjorie Taylor Greene falsely claims Ukraine was ‘No. 1 donor’ to Hillary Clinton’s 2016 campaign,False,2022-02-19 00:00:00,false,2022-02
"A viral image features a genuine vintage ad from the 1950s for ""Dickman's Horsefat Spread.""",,Snopes,Is Dickman's Horsefat Spread a Real Product from the 1950s?,False,2022-02-04 05:17:00,false,2022-02
Hackers released 'vaccine death data' from Pfizer and Moderna,Social media,USA Today,"Fact check: Posts falsely claim Pfizer, Moderna servers were hacked",False,2022-02-02 00:00:00,false,2022-02
Requesting a chargeback is “a better way to get back at” GoFundMe.,Facebook post,PolitiFact,Requesting a chargeback probably isn’t the best way to 'get back' at GoFundMe,Mostly False,2022-02-06 00:00:00,false,2022-02
"A ranger was photographed lifting a baby elephant out of a watering hole and was later ""thanked"" by its mother.",,Snopes,'Man Saves Her Baby' Ad About Mama Elephant Is Misleading,Mixture,2022-02-07 02:21:00,false,2022-02
US moving guards protecting its southern border to Europe,Multiple people,AFP Fact Check,Misleading claims on US border guards deploying to Europe spread online,Misleading,2022-02-27 00:00:00,false,2022-02
"In January 2022, at least two studies from different research institutions showed that cannabidiol (CBD) and two other related chemical compounds found in hemp may hold promise in the prevention and/or treatment of COVID-19.",,Snopes,"Did Researchers Find Cannabis Compound CBD May Prevent, Treat COVID-19?",True,2022-02-23 07:22:29,true,2022-02
"In a global address, Russian President Vladimir Putin threatened nuclear action against any country that got in the way of the Russian invasion of Ukraine.",,Snopes,Did Putin Threaten Nuclear Retaliation Against Anyone Who Gets in His Way?,Mixture,2022-02-24 03:41:30,false,2022-02
Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,Facebook posts,PolitiFact,No evidence COVID-19 vaccine caused comedian Heather McDonald’s fall,False,2022-02-08 00:00:00,false,2022-02
"The Biden administration has been ""recklessly releasing potentially dangerous Afghans into our communities.""",Tom Tiffany,PolitiFact,Tiffany overstates report on shortcomings of Afghan vetting,Mostly False,2022-02-18 00:00:00,false,2022-02
Valentine's Day was invented by greeting card companies.,,Snopes,Was Valentine's Day Invented by Greeting Card Companies?,False,2022-02-14 07:00:54,false,2022-02
"""48-Hour waiting periods limit crimes of passion and keep our communities safe.”",Shelia Stubbs,PolitiFact,"Stubbs’ 48-hour gun waiting period statement backed by some studies, but other factors muddy claim",Half True,2022-02-02 00:00:00,false,2022-02
"""The Holocaust isn't about race. No, it's not about race.""",Whoopi Goldberg,PolitiFact,Whoopi Goldberg wrongly claims Holocaust ‘not about race’,Pants on Fire,2022-02-01 00:00:00,false,2022-02
"COVID-19 vaccines are the first to have ""rewards, discounts, incentives to get vaccinated.""",Internet posts,FactCheck.org,U.S. COVID-19 Vaccines Follow Conventional Health Standards and Protocols,False,2022-02-01 00:00:00,false,2022-02
Ukraine was the largest donor to the Clinton Foundation for 15 years,Social media users,USA Today,Fact check: Clinton Foundation donors don't include Ukraine government,False,2022-02-26 00:00:00,false,2022-02
A compass wouldn't work if Earth is spherical,Social media users,USA Today,Fact check: Compass works on a globe because of magnetic field lines,False,2022-02-17 00:00:00,false,2022-02
"A 2022 CNN report said, “Russia deploys two nuke bombers in US backyard, Venezuela.”",Facebook posts,PolitiFact,"CNN clip on Russia’s ‘military moves in America’s backyard’ ran in 2018, not during Ukraine invasion",False,2022-02-28 00:00:00,false,2022-02
"""Inflation has been caused by the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD.""",Patrick Gaspard,PolitiFact,U.S. economic growth exceeds rivals’ and has contributed to,Mostly True,2022-02-13 00:00:00,true,2022-02
Photo of Indonesian 'natural body-whitening formula' inventors,Multiple sources,AFP Fact Check,These photos do not show Indonesian 'natural body-whitening formula' inventors,False,2022-02-16 00:00:00,false,2022-02
"""You couldn't buy a cannon"" when the Second Amendment was passed.",Joe Biden,FactCheck.org,Biden Repeats False Claims at Gun Violence Meeting,False,2022-02-03 00:00:00,false,2022-02
"U.S. Rep. Lauren Boebert was given a ""Hottest Woman in Congress Award"" that misspelled her name and came with a gift card to Red Lobster.",,Snopes,Did Boebert Win Award with Name Misspelled and Red Lobster Gift Card?,True,2022-02-16 08:53:32,true,2022-02
An Albert Einstein paper contradicts carbon dioxide-driven climate change,Social media,USA Today,Fact check: No evidence Einstein refuted CO2-driven climate change,False,2022-02-21 00:00:00,false,2022-02
"Sberbank, Russia's largest bank, limited cash withdrawals to $20 in late February 2022.",,Snopes,Did Russia's Sberbank Limit Cash Withdrawals to $20?,False,2022-02-28 04:44:29,false,2022-02
"Photo shows the freedom convoy in Canberra, Australia, with over 1.5 million cars.",Viral Image,PolitiFact,"No, this image doesn’t show pandemic protesters in Australia",Pants on Fire,2022-02-14 00:00:00,false,2022-02
CNN reported the death of 'Bernie Gores' in both Afghanistan and Ukraine,Social media users,USA Today,Fact check: CNN did not report same man's death in both Afghanistan and Ukraine,False,2022-02-26 00:00:00,false,2022-02
"“New Jersey and Maryland produce more solar power than Florida, the Sunshine State!”",Charlie Crist,PolitiFact,"Florida produces more solar power than most states, though it lags smaller ones on rooftop panels",Mostly False,2022-02-03 00:00:00,false,2022-02
CDC attempting to cover up pandemic measures harming children,Multiple people,AFP Fact Check,Misleading posts allege CDC coverup of pandemic measures harming children,Misleading,2022-02-17 00:00:00,false,2022-02
U.S. President Donald Trump signed a NAFTA document in the wrong place.,,Snopes.com,Did Trump Sign a 'NAFTA Agreement' in the Wrong Place?,Unproven,2022-02-15 07:01:07,false,2022-02
ITV News reported on a recent study that found people who vigorously shake their duvets are at an increased risk of heart attacks.,,Snopes,Does Shaking Duvets Increase Heart Attack Risk?,False,2022-02-08 06:01:33,false,2022-02
TikTok video shows Russian soldiers parachuting into Ukraine.,TikTok posts,PolitiFact,"No, this TikTok does not show Russian soldiers invading Ukraine",False,2022-02-24 00:00:00,false,2022-02
Leni Robredo campaign rally is biggest in Philippine history,Multiple sources,AFP Fact Check,False posts claim rally for Philippine presidential hopeful Leni Robredo 'biggest in country's history',False,2022-02-09 00:00:00,false,2022-02
Kenya's presidential candidate Raila Odinga vows to end Christianity,Hustlers News,AFP Fact Check,Kenyan presidential candidate did not vow to end Christianity in the country if elected,FALSE,2022-02-09 00:00:00,false,2022-02
"""Our generals, the great woke leaders of our military that spent 6 million man-hours training our troops about wokeness — not fighting, not killing bad guys.""",Donald Trump Jr.,The Washington Post,Analysis | Trump Jr.’s claim of 6 million military hours spent on a ‘woke’ agenda,Three Pinocchios,2022-02-27 00:00:00,false,2022-02
"Rock band Blink-182 named its holding company ""Poo Poo Butt, Inc."" because the members thought it would be funny to hear their managers, accountants, and attorneys say the name.",,Snopes.com,"Did Blink-182 Incorporate Itself Under the Name 'Poo Poo Butt, Inc.'?",True,2022-02-17 03:15:42,true,2022-02
"""One in 13 Black Americans are deprived of the right to vote.""",Gary Chambers,PolitiFact,Fact-checking Louisiana Democrat’s claim about Black Americans and the right to vote,Half True,2022-02-09 00:00:00,false,2022-02
Coke should always be poured on wheels when traveling alone.,,Snopes,Should Coke Always Be Poured on Wheels When Traveling Alone?,False,2022-02-17 07:35:06,false,2022-02
"An image shows Natasha Perakov, the first Ukrainian female fighter pilot",Social media users,USA Today,"Fact check: Viral image shows Ukrainian soldier, not country's first female fighter pilot",False,2022-02-27 00:00:00,false,2022-02
Ukrainians pray in the snow ahead of Russian invasion,The Sound Code Expert,AFP Fact Check,"Old image shows Ukrainians praying to mark 2014 separatist attacks, unrelated to current conflict",MISLEADING,2022-02-20 00:00:00,false,2022-02
There are U.S. biolabs in Ukraine funded by the U.S. government,Social media users,USA Today,Fact check: False claim of US biolabs in Ukraine tied to Russian disinformation campaign,False,2022-02-24 00:00:00,false,2022-02
Cancer rates have increased 20-fold since Operation Warp Speed,Social media,USA Today,Fact check: No evidence of cancer spike linked to COVID-19 vaccines,False,2022-02-17 22:34:43,false,2022-02
"An ""Antiques Roadshow"" appraiser flipped a lion statue and told a mom to leave.",,Snopes,Did an 'Antiques Roadshow' Appraiser Flip a Lion Statue?,False,2022-02-09 03:59:46,false,2022-02
Queen Elizabeth II is dead.,Facebook posts,PolitiFact,"Another hoax claims Queen Elizabeth II is dead, that’s not true",False,2022-02-17 00:00:00,false,2022-02
"There were only 7 diseases in 1891, but now it's 10,000 and rising",Social media,USA Today,Fact check: Experts say there were more than 7 diseases in 1891,Partly False,2022-02-01 00:00:00,false,2022-02
Canadian Prime Minister Justin Trudeau posted a message on social media telling vaccinated Canadians to stop talking to their unvaccinated relatives.,,Snopes,Did Trudeau Tell Canadians to Stop Talking to Unvaccinated Relatives?,False,2022-02-02 03:54:00,false,2022-02
San Francisco changed the name of Abraham Lincoln High School,Social media user,USA Today,Fact check: Lincoln's name remains on San Francisco high school,Partly False,2022-02-10 00:00:00,false,2022-02
