text,claimant,publisherName,reviewTitle,textualRating,date,mergedTextualRating,month
An implanted microchip in the body can replace vaccine cards and will be used instead to carry COVID-19 vaccine passports.,,Snopes.com,Will an Implanted Microchip Replace Cards as Vaccine Passports?,Mixture,2022-01-18 06:24:00,false,2022-01
Novak Djokovic is the first professional athlete to be banned from a major sporting event for “not taking drugs.”,Tweets,PolitiFact,Djokovic isn’t the first athlete to be banned from sporting events for being unvaccinated,False,2022-01-16 00:00:00,false,2022-01
NASA just hired 24 theologians to assess how the world would react to discovery of extraterrestrial life,Social media users,USA Today,Fact check: Viral post gets facts wrong on NASA-funded study,False,2022-01-01 00:00:00,false,2022-01
“Danish researchers [...] found protection against Omicron turned negative three months after the second dose”,Alex Berenson,Science Feedback,"No, a study from Denmark didn’t find that COVID-19 vaccines make people more prone to infection; biases in the study likely led to underestimated vaccine effectiveness",Inaccurate,2022-01-06 00:00:00,false,2022-01
"“In New York state, if you’re white, you have to go to the back of the line to get medical help.”",Donald Trump,PolitiFact,"No, New York has not delayed COVID-19 treatment for white people",Pants on Fire,2022-01-15 00:00:00,false,2022-01
This video shows an anti-vaccine protest by French police,Multiple sources,AFP Fact Check,This video shows police in France protesting against reforms in 2020 -- not an 'anti-vaccine protest',False,2022-01-04 00:00:00,false,2022-01
Video shows China launching an “artificial sun” into space.,Viral image,PolitiFact,"No, this isn’t footage of China launching a fake sun into space",False,2022-01-11 00:00:00,false,2022-01
"""The use of ballot drop boxes and ballot harvesting is illegal.”",Kevin Nicholson,PolitiFact,Nicholson jumps gun on calling ballot drop boxes illegal,Mostly False,2022-01-28 00:00:00,false,2022-01
"People are going door to door to hand out masks that are doused with chemicals, as confirmed by a police bulletin.",,Snopes.com,The 'Police Bulletin' About Chemical-Doused Masks Is a Hoax,False,2022-01-20 00:05:00,false,2022-01
"Martin Luther King Jr. was 'killed by his doctor,' not a gunman",Social media users,USA Today,Fact check: Martin Luther King Jr. died due to gunshot wound,False,2022-01-17 00:00:00,false,2022-01
"""We have over 100,000 children, which we’ve never had before, in serious condition and many on ventilators.”",Sonia Sotomayor,The Washington Post,"Analysis | Sotomayor’s false claim that ‘over 100,000’ children are in 'serious condition’ with covid",Four Pinocchios,2022-01-07 00:00:00,false,2022-01
"""COVID"" is an acronym that stands for discovered (and yet to be discovered) variants of COVID-19.",,Snopes.com,Is 'COVID' an Acronym for COVID-19 Variants?,False,2022-01-05 00:13:00,false,2022-01
"Thanks to the American Rescue Plan’s changes to the Affordable Care Act, “four out of five consumers (are) finding quality coverage for under $10 a month.”",Joe Biden,PolitiFact,Joe Biden overstates statistics on Affordable Care Act,Mostly False,2022-01-27 00:00:00,false,2022-01
Apple is developing a smart marriage ring that shares the wearer's location,Social media,USA Today,Fact check: 'iDo' Apple rings are not real,False,2022-01-31 00:00:00,false,2022-01
Says Louie Anderson was flying to appear on Conan O’Brien’s show when he became ill a few weeks after receiving his third vaccine dose.,Viral image,PolitiFact,Claims about Louie Anderson’s sickness on flight aren’t true,False,2022-01-22 00:00:00,false,2022-01
"Says Chuck Norris recorded a video in response to the Biden administration saying, “Our great country and freedom are under attack.”",Viral image,PolitiFact,Chuck Norris clip urged Americans to vote against Obama — it’s not about the Biden administration,False,2022-01-22 00:00:00,false,2022-01
Video shows gunfight in China’s Chongqing,Multiple sources,AFP Fact Check,"Video shows a movie scene being filmed in Chongqing, not a genuine gunfight",False,2022-01-05 00:00:00,false,2022-01
Says Prince Harry and Meghan Markle’s baby doesn’t exist.,Facebook posts,PolitiFact,Royal baby conspiracy theory is unfounded,False,2022-01-04 00:00:00,false,2022-01
"U.S. Supreme Court Justice Neil Gorsuch said the flu kills ""hundreds of thousands of people every year.""",,Snopes,"No, Gorsuch Didn't Say Flu Kills 'Hundreds of Thousands' Every Year",False,2022-01-12 17:51:00,false,2022-01
Video shows January 2022 earthquake in Indonesia's Banten province,Multiple sources,AFP Fact Check,"Video shows earthquake in Indonesia's Sulawesi island in 2018, not Java in 2022",False,2022-01-15 00:00:00,false,2022-01
Data show the vaccinated are more likely to get omicron than unvaccinated,Alex Berenson,USA Today,Fact check: Omicron variant isn't more likely to infect vaccinated,False,2022-01-06 00:00:00,false,2022-01
“Kyle Rittenhouse files $400 million suit against CNN!”,Viral image,PolitiFact,Kyle Rittenhouse didn’t sue CNN for $400 million,False,2022-01-28 00:00:00,false,2022-01
The 2020 presidential election was 'rigged',"Donald Trump, social media users",USA Today,Fact check: Donald Trump persists with false claim about 2020 results,False,2022-01-06 00:00:00,false,2022-01
Image shows a patient experiencing claustrophobia and having a panic attack during a CT scan.,Facebook posts,PolitiFact,Image doesn’t show a CT scan panic attack,False,2022-01-30 00:00:00,false,2022-01
"Dwayne ""The Rock"" Johnson owns a $31.8 million Tyrannosaurus rex skull.",,Snopes,Does The Rock Own a T. Rex Skull?,Mostly False,2022-01-18 01:11:35,false,2022-01
"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”",Gov. Ron DeSantis,FactCheck.org,DeSantis Misleads on Omicron-Resistant COVID-19 Antibody Treatments,Misleading,2022-01-25 00:00:00,false,2022-01
"Morgan Freeman said: ""Stop taking tests and live your life. If you’re sick, stay home. If you feel fine, go about your business.""",,Snopes.com,"No, Morgan Freeman Isn't Telling People to Stop Taking COVID-19 Tests",False,2022-01-23 22:48:00,false,2022-01
A photograph shows an official poster from the National Health Service warning that the COVID-19 vaccine causes Bell's palsy.,,Snopes.com,Did NHS Issue Poster Warning COVID-19 Vaccine Causes Bell's Palsy?,False,2022-01-20 03:48:00,false,2022-01
"Hope Hicks, a political adviser who served during former U.S. President Donald Trump's administration, was cast on ""Celebrity Big Brother.""",,Snopes,Was Hope Hicks Cast on 'Big Brother'?,False,2022-01-19 04:08:00,false,2022-01
An image shows a flyer of an After School Satan Club,Social media user,USA Today,Fact check: After School Satan Club meeting at Illinois school,True,2022-01-13 00:00:00,true,2022-01
Donald Trump canceled Jan. 6 press conference due to son's wedding,Social media user,USA Today,Fact check: False claim that Trump canceled Jan. 6 presser for son's wedding,Altered,2022-01-05 00:00:00,false,2022-01
"The 2020 presidential election was ""rigged""",Donald Trump,PolitiFact,The facts of a fair US election have only gotten stronger since Capitol attack,Pants on Fire,2022-01-06 00:00:00,false,2022-01
"A boy petted an unknown sea creature before realizing what it was and it ""shocked everyone.""",,Snopes.com,'Boy Pets Creature' Ad Misleads. Here's the Original Video,Mixture,2022-01-07 02:56:00,false,2022-01
Tim Tebow used to “kneel in prayer and the NFL complained.”,Viral image,PolitiFact,"No, the NFL didn’t complain when Tim Tebow knelt in prayer",False,2022-01-16 00:00:00,false,2022-01
Quotes show Joseph Stalin and Joe Biden expressed similar views about counting votes.,Viral image,PolitiFact,"Biden, Stalin didn’t say same thing about vote counting",False,2022-01-24 00:00:00,false,2022-01
“most of the individuals who had been fully vaccinated would develop full-blown vaccine-induced acquired immunodeficiency syndrome by the end of the month”,Anonymous,Science Feedback,COVID-19 vaccines don’t cause immunodeficiency and aren’t associated with excess mortality,Incorrect,2022-01-22 00:00:00,false,2022-01
An image shows the Earth and sun in the same picture,https://www.facebook.com/groups/339614837667104/posts/469093071385946/,USA Today,"Fact check: Illustration shows artist's depiction of exoplanet, not photo of Earth and sun",False,2022-01-06 00:00:00,false,2022-01
Canadian PM Justin Trudeau is hiding in the US from protesters,Social media,USA Today,Fact check: No evidence Canadian prime minister fled country amid trucker protests,False,2022-01-30 00:00:00,false,2022-01
"In January 2022, a Boston hospital denied a patient a heart transplant because he refused COVID-19 vaccination.",,Snopes,Did a Boston Hospital Deny Patient Heart Transplant Over COVID-19 Vaccine Refusal?,True,2022-01-26 07:09:00,true,2022-01
Says Kevin Costner recently debuted a new line of CBD gummies.,Bloggers,PolitiFact,"No, Kevin Costner didn’t recently debut a line of CBD gummies",False,2022-01-24 00:00:00,false,2022-01
ICC sends cautionary letter to Kenyan politician,Multiple authors,AFP Fact Check,The International Criminal Court did not send letter denouncing Kenyan senator’s slur,False,2022-01-19 00:00:00,false,2022-01
“Wisconsin Assembly Votes to Withdraw Its 10 Electors for Joe Biden in 2020 Election.”,Social media posts,FactCheck.org,False Reports of Wisconsin Assembly's Action on 2020 Electors,False,2022-01-25 00:00:00,false,2022-01
"People are going door to door handing out drugged masks, robbing houses",Social media,USA Today,Fact check: False claim thieves use drugged masks to rob homeowners,False,2022-01-19 00:00:00,false,2022-01
The only movie showing on Jan. 7 and Jan. 8 is 'The 355',Social media,USA Today,Fact check: 'The 355' isn't the only movie playing Jan. 7 and Jan. 8,False,2022-01-02 00:00:00,false,2022-01
“The CDC director just said that 75% of ‘Covid deaths’ occurred in people with at least four comorbidities.”,Facebook posts,PolitiFact,Social media claims distort CDC director’s comment about COVID-19 deaths and comorbidities,False,2022-01-11 00:00:00,false,2022-01
Video shows Alexandria Ocasio-Cortez pouring shots for a group of people “days before testing positive” for COVID-19.,TikTok posts,PolitiFact,"No, this video of Alexandria Ocasio-Cortez wasn’t filmed ‘days before’ her positive COVID-19 test",False,2022-01-09 00:00:00,false,2022-01
"U.S. President Joe Biden pinched a young girl’s nipple in 2015, according to video footage of the incident and the girl’s own claims on TikTok.",,Snopes,Did Joe Biden Pinch a Girl's Nipple?,Unproven,2022-01-06 04:56:00,false,2022-01
"Willie Nelson, Dolly Parton, others are leaving Spotify",Multiple sources,AFP Fact Check,Neil Young's anti-disinformation Spotify walkout sparks unfounded claims online,Unproven,2022-01-29 00:00:00,false,2022-01
"“Biden won’t allow Delta-variant COVID patients to get proven and effective monoclonal treatments even though there are 50,000-100,000 Americans infected by Delta EVERY DAY.”",Tulsi Gabbard,PolitiFact,"Fact-checking Tulsi Gabbard’s misleading claim about monoclonal antibody treatments, delta patients",Mostly False,2022-01-26 00:00:00,false,2022-01
"“The concern is misplaced, because if you look at the statistics, African American voters are voting in just as high a percentage as Americans.”",Mitch McConnell,The Washington Post,"Analysis | McConnell’s flub on Black voters misstated the facts, too",Two Pinocchios,2022-01-19 00:00:00,false,2022-01
"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”",Gov. Ron DeSantis,PolitiFact,DeSantis doesn't tell full story about evidence for FDA move on monoclonal antibody treatments,Mostly False,2022-01-25 00:00:00,false,2022-01
Video shows China launching an artificial sun,Social media,USA Today,Fact check: Video does not show China launching an artificial sun,False,2022-01-10 00:00:00,false,2022-01
"American taxpayer dollars provide “free housing, free medical, free state identification” to immigrants in the country illegally.",Facebook post,PolitiFact,"Fact-checking claim about immigrants, eligibility for assistance programs",False,2022-01-23 00:00:00,false,2022-01
"“With the ongoing pandemic, our State Park attendance is at the highest it’s ever been.”",Rob Ortt,PolitiFact,Did N.Y. park attendance set a record during the pandemic?,True,2022-01-22 00:00:00,true,2022-01
Wikileaks released footage showing that the moon landing was faked.,,Snopes.com,Did Wikileaks Release Faked Moon Landing Footage?,False,2022-01-03 00:35:00,false,2022-01
Hydroxychloroquine can be made at home using grapefruit and lemon rinds,Social media users,USA Today,"Fact check: Hydroxychloroquine can't be made from grapefruit, lemons",False,2022-01-19 00:00:00,false,2022-01
Adolf Hitler painted the townhouse watercolor artwork that appears in a meme.,,Snopes.com,Did Hitler Paint the Art in the 'Pretty Good Painting' Meme?,True,2022-01-10 03:02:00,true,2022-01
Images show dead fish washed up on Tonga's coast after a volcanic eruption,Social media users,USA Today,Fact check: Tonga eruption aftermath not pictured in viral images,False,2022-01-16 00:00:00,false,2022-01
Photos of Malaysian Health Minister Khairy Jamaluddin taken on same day,Multiple sources,AFP Fact Check,These photos of Malaysia's health minister were taken at two different Covid-19 vaccine events,False,2022-01-06 00:00:00,false,2022-01
"“When a person cries, if the first drop of the tears come from the right eye, it’s happiness. But when it comes from the left eye, it’s pain.”",Viral image,PolitiFact,"No, shedding tears from your right or left eye doesn’t reveal whether you’re happy or sad",False,2022-01-13 00:00:00,false,2022-01
"Says Pfizer CEO Albert Bourla said: “Two doses of the vaccine offers very limited protection, if any.”",Bloggers,PolitiFact,Claim about Pfizer CEO’s description of vaccine leaves out important context,Mostly False,2022-01-13 00:00:00,false,2022-01
Says Supreme Court Justice Sonia Sotomayor was photographed at dinner with Democratic lawmakers.,Facebook posts,PolitiFact,"No, that wasn't Sotomayor at dinner with Dems. It was Schumer's wife",False,2022-01-08 00:00:00,false,2022-01
Photo shows Jeffrey Epstein and Kamala Harris posing together.,Viral image,PolitiFact,Doctored photo appears to show Kamala Harris with Jeffrey Epstein,Pants on Fire,2022-01-19 00:00:00,false,2022-01
"“Of course, we’ve heard story after story. I mean, all these athletes dropping dead on the field, but we’re supposed to ignore that.”",Ron Johnson,The Washington Post,Analysis | How the falsehood of athletes dying of coronavirus vaccines spread,Four Pinocchios,2022-01-27 00:00:00,false,2022-01
"""[A]t a time when we had 2 million illegal immigrants cross our border under Joe Biden’s tenure in office. That’s like adding the entire population of Nebraska to this country.”",Tom Cotton,FactCheck.org,Cotton Distorts Border Apprehension Impact,False,2022-01-30 00:00:00,false,2022-01
"Tears based on different emotions have distinct molecules, all of which can look different when analyzed under a microscope.",,Snopes,Do Different Types of Tears Look Different Under a Microscope?,Mixture,2022-01-13 22:47:00,false,2022-01
"COVID spelled backward is “divoc” which means ""possession of the evil spirit"" in Hebrew.",Facebook posts,PolitiFact,COVID backward doesn’t mean possession in Hebrew,False,2022-01-19 00:00:00,false,2022-01
Photos show “sheep feces” that are “now in high demand in China because of their richness in protein.”,Viral image,PolitiFact,"Photo shows bubble tea, not sheep feces",Pants on Fire,2022-01-19 00:00:00,false,2022-01
"There are ""a total of 57 potential cross reactants that could give you a false positive when administering the PCR tests.""",Social media posts,FactCheck.org,Posts About 'Cross Reactants' Misrepresent Accuracy of COVID-19 PCR Tests,False,2022-01-21 00:00:00,false,2022-01
Loss of fingerprints can be a side effect of chemotherapy.,,Snopes,Can Losing Fingerprints Be a Side Effect of Chemotherapy?,True,2022-01-16 00:00:00,true,2022-01
Washington board will vote on using police to enforce child vaccine mandate,Social media,USA Today,Fact check: Washington health meeting agenda misrepresented online,False,2022-01-09 00:00:00,false,2022-01
Images of roadblocks near Kobo,Wolkayt Tegedie Amhara Revolution,AFP Fact Check,Old images resurface in false claim about blockades near Kobo in Ethiopia,False,2022-01-17 00:00:00,false,2022-01
"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”",Gov. Ron DeSantis,FactCheck.org,DeSantis Misleads on Omicron-Resistant COVID-19 Antibody Treatments,Misleading,2022-01-25 00:00:00,false,2022-01
"Says Voltaire said, “To learn who rules over you, simply find out who you are not allowed to criticize.”",Thomas Massie,PolitiFact,"Neo-Nazi, not Voltaire, originated quote about 'who rules over you'",False,2022-01-30 00:00:00,false,2022-01
Photo shows African youths disfigured by vaccines,Social media user,USA Today,"Fact check: Image shows African children suffering from polio, not injured in vaccine trials",False,2022-01-26 00:00:00,false,2022-01
"Anne Frank said: ""Look at how a single candle can both defy and define the darkness.""",,Snopes,The Anne Frank 'Single Candle' Quote Is Fake,False,2022-01-14 01:39:00,false,2022-01
Video shows UFO stationed aboard aircraft carrier,Social media users,USA Today,Fact check: Altered video claims to show UFO aboard aircraft carrier,Altered,2022-01-19 00:00:00,false,2022-01
"Says Dennis Miller said that if he didn’t see women protesting the Ghislaine Maxwell trial verdict “you're all frauds. This isn't justice for those women, this is a joke.""",Viral image,PolitiFact,No evidence Dennis Miller said this about the Maxwell trial,False,2022-01-26 00:00:00,false,2022-01
“This country’s working people actually got a raise.”,Joe Biden,PolitiFact,Biden’s boast about rising wages ignores effect of inflation,Mostly False,2022-01-20 00:00:00,false,2022-01
"“Chief Justice John Roberts goes after the highest court in the land, citing their ‘inappropriate political influence.’”",Bloggers,PolitiFact,"No, John Roberts didn’t criticize Supreme Court justices’ ‘inappropriate political influence’",False,2022-01-03 00:00:00,false,2022-01
A photograph shows musician Kurt Cobain with wrestler Andre the Giant.,,Snopes.com,Is This Andre the Giant with Kurt Cobain?,False,2022-01-31 05:35:00,false,2022-01
"Price increases are caused by corporate greed, not inflation",Occupy Democrats,AFP Fact Check,Corporate price hikes are not root cause of soaring US inflation,Misleading,2022-01-28 00:00:00,false,2022-01
“Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.”,Chuck Todd,PolitiFact,Supreme Court nominees confirmed by opposite party in Senate are rare,Mostly True,2022-01-30 00:00:00,true,2022-01
Build Back Better “would be a huge payday for Chinese manufacturing” and “would fill our streets with cars made with Chinese parts.”,Stand Up To China,PolitiFact,No evidence that the Build Back Better bill would be financial boon to Chinese companies,False,2022-01-20 00:00:00,false,2022-01
